id,status,authenticated,latitude,longitude,event_type,event_cause,corridor,zone,veh_type,start_datetime,hour,weekday,weekday_name,month,month_name,is_peak_hour,priority,priority_high,requires_road_closure,closed_datetime,duration_minutes,duration_bucket,junction,police_station,has_cargo_data,has_truck_age,has_junction,is_authenticated,cargo_material,reason_breakdown,age_of_truck,address
FKID000071,closed,True,12.9688926,77.569795,unplanned,vehicle_breakdown,Non-corridor,Unknown,others,2024-01-31 01:24:44.373000+00:00,1,2,Wednesday,1,January,0,Low,0,0,2024-01-31 01:50:53.884849+00:00,26.158530816666666,Fast,unmapped,Chamarajpet,0,0,0,1,,,,"Binny Mill Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)"
FKID000072,closed,True,12.9838737,77.5286068,unplanned,pot_holes,Magadi Road,Unknown,N/A,2024-01-30 23:46:07.351000+00:00,23,1,Tuesday,1,January,0,High,1,0,2024-02-05 23:45:54.337700+00:00,8639.783111666668,Slow,unmapped,Kamakshipalya,0,0,0,1,,,,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)"
FKID000073,closed,True,12.9595586,77.5162093,unplanned,others,Non-corridor,Unknown,N/A,2024-01-30 23:23:41.783000+00:00,23,1,Tuesday,1,January,0,Low,0,0,2024-02-14 06:53:06.703545+00:00,20609.415342416665,Slow,unmapped,Byatarayanapura,0,0,0,1,,,,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)"
FKID000074,closed,True,12.9511354,77.5739687,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-01-30 22:39:37.276000+00:00,22,1,Tuesday,1,January,0,Low,0,0,,,,unmapped,V.V.Puram (C.Pet),0,0,0,1,,,,"DTV Dwarakanatha Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)"
FKID000075,closed,True,13.0192138,77.5395595,unplanned,vehicle_breakdown,Non-corridor,Unknown,others,2024-01-30 23:11:03.886000+00:00,23,1,Tuesday,1,January,0,Low,0,0,,,,unmapped,Rajajinagar,0,0,0,1,,,,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
FKID000076,closed,True,12.9161187,77.5856548,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-03-07 21:11:51.734000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-03-11 21:05:57.351976+00:00,5754.0936329333335,Slow,unmapped,J.P. Nagar,0,0,0,1,,,,"47th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
FKID000077,closed,True,12.9284355,77.6811918,unplanned,vehicle_breakdown,ORR East 1,Unknown,bmtc_bus,2024-01-30 23:18:30.880000+00:00,23,1,Tuesday,1,January,0,High,1,1,,,,unmapped,Bellandur,0,0,0,1,,,,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
FKID000078,closed,True,13.0753282,77.4370383,unplanned,vehicle_breakdown,Non-corridor,Unknown,heavy_vehicle,2024-03-07 19:23:40.435000+00:00,19,3,Thursday,3,March,1,Low,0,0,,,,unmapped,No Police Station,0,0,0,1,,,,"Dr Vishnuvardhan Road, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)"
FKID000079,closed,True,13.2673624,77.7195893,unplanned,vehicle_breakdown,Non-corridor,Unknown,heavy_vehicle,2024-03-07 19:23:25.400000+00:00,19,3,Thursday,3,March,1,Low,0,0,,,,unmapped,Devanahalli Airport,0,0,0,1,,,,"Srinagar Kanyakumari Highway, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)"
FKID000080,closed,True,12.9449039,77.4949618,unplanned,others,Non-corridor,Unknown,N/A,2024-03-07 21:25:26.425000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-03-07 21:41:19.772509+00:00,15.88912515,Fast,unmapped,Jnanabharathi,0,0,0,1,,,,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
FKID000081,closed,True,12.9873133,77.6163481,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 21:17:00.312000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-03-07 23:13:49.030632+00:00,116.8119772,Medium,unmapped,Pulikeshinagar(F.Town),0,0,0,1,,,,"St John Road, Field Marshal Manekshaw Enclave, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
FKID000082,closed,True,12.969418,77.7006526,planned,construction,ORR East 2,Unknown,N/A,2024-03-07 21:23:16.629000+00:00,21,3,Thursday,3,March,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
FKID000083,closed,True,12.9613232,77.5644194,unplanned,others,Mysore Road,Unknown,N/A,2024-03-07 21:14:45.233000+00:00,21,3,Thursday,3,March,1,High,1,1,2024-03-17 02:20:28.972956+00:00,13265.728999266667,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"5th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID000084,closed,True,12.959419,77.5165897,unplanned,others,Non-corridor,Unknown,N/A,2024-03-07 21:28:44.841000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-03-19 20:38:36.845639+00:00,17229.866743983333,Slow,unmapped,Byatarayanapura,0,0,0,1,,,,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)"
FKID000085,closed,True,12.9431035,77.6220445,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-03-07 21:25:14.206000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-04-07 20:38:13.654819+00:00,44592.990813649994,Slow,unmapped,Adugodi,0,0,0,1,,,,"Srinivagilu Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
FKID000086,closed,True,12.8482637,77.6713737,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-01-31 02:47:16.032000+00:00,2,2,Wednesday,1,January,0,Low,0,0,2024-01-31 04:10:44.744402+00:00,83.47854003333333,Fast,unmapped,Electronic City,0,0,0,1,,,,"4th Main Road, Abbaiah Reddy Layout, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
FKID000087,closed,True,12.96672,77.6093294,unplanned,vehicle_breakdown,Mysore Road,Unknown,bmtc_bus,2024-01-31 05:03:24.794000+00:00,5,2,Wednesday,1,January,1,High,1,0,2024-01-31 05:56:09.888569+00:00,52.75157615,Fast,unmapped,Ashok Nagar,0,0,0,1,,,,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)"
FKID000088,closed,True,13.0253205,77.6400845,unplanned,vehicle_breakdown,ORR North 1,Unknown,private_bus,2024-03-07 21:35:50.715000+00:00,21,3,Thursday,3,March,1,High,1,0,2024-03-07 22:50:40.247224+00:00,74.82553706666666,Fast,unmapped,Banaswadi,0,0,0,1,,,,"5th A Cross Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)"
FKID000089,closed,True,12.8561783,77.6645205,unplanned,vehicle_breakdown,Non-corridor,Unknown,heavy_vehicle,2024-01-31 02:08:55.286000+00:00,2,2,Wednesday,1,January,0,Low,0,0,,,,unmapped,Electronic City,0,0,0,1,,,,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
FKID000090,closed,True,12.9641056,77.5825203,unplanned,water_logging,Mysore Road,Unknown,N/A,2024-01-31 03:04:31.974000+00:00,3,2,Wednesday,1,January,0,High,1,0,2024-02-05 21:06:57.770431+00:00,8282.429940516666,Slow,unmapped,Halasuru Gate,0,0,0,1,,,,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
FKID000091,closed,True,12.974757,77.5657216,unplanned,vehicle_breakdown,Magadi Road,Unknown,lcv,2024-01-31 01:22:31.388000+00:00,1,2,Wednesday,1,January,0,High,1,0,,,,unmapped,Magadi Road,0,0,0,1,,,,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)"
FKID000092,closed,True,12.9640011,77.5836093,unplanned,vehicle_breakdown,Mysore Road,Unknown,bmtc_bus,2024-01-31 01:45:45.370000+00:00,1,2,Wednesday,1,January,0,High,1,0,,,,unmapped,Halasuru Gate,0,0,0,1,,,,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)"
FKID000093,closed,True,12.9480512,77.5343585,unplanned,vehicle_breakdown,Mysore Road,Unknown,heavy_vehicle,2024-01-31 04:21:01.833000+00:00,4,2,Wednesday,1,January,0,High,1,0,2024-01-31 05:08:43.227334+00:00,47.68990556666667,Fast,unmapped,Byatarayanapura,0,0,0,1,,,,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)"
FKID000094,closed,True,12.9245654,77.6739287,unplanned,vehicle_breakdown,ORR East 1,Unknown,bmtc_bus,2024-01-31 03:31:13.977000+00:00,3,2,Wednesday,1,January,0,High,1,0,,,,unmapped,Bellandur,0,0,0,1,,,,"Outer Ring Road, Golden Residency, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)"
FKID000095,closed,True,13.0078566,77.5920655,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 21:47:02.800000+00:00,21,3,Thursday,3,March,1,Low,0,0,2024-03-07 21:55:40.010876+00:00,8.620181266666666,Fast,unmapped,R.T. Nagar,0,0,0,1,,,,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)"
FKID000096,active,True,13.0035862,77.5721203,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 21:49:19.785000+00:00,21,3,Thursday,3,March,1,Low,0,1,,,,unmapped,Malleshwaram,0,0,0,1,,,,"2nd Temple Street, KR Puram, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
FKID000097,active,True,12.9854129,77.5941024,unplanned,others,CBD 2,Unknown,N/A,2024-03-07 21:59:21.123000+00:00,21,3,Thursday,3,March,1,High,1,0,,,,unmapped,Cubbon Park,0,0,0,1,,,,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
FKID000098,active,True,12.9272622,77.5806774,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 21:57:57.213000+00:00,21,3,Thursday,3,March,1,Low,0,1,,,,unmapped,Jayanagara,0,0,0,1,,,,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
FKID000099,closed,True,13.0022504,77.5722138,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 21:37:11.187000+00:00,21,3,Thursday,3,March,1,Low,0,1,2024-03-13 23:38:21.570788+00:00,8761.173063133332,Slow,unmapped,Sadashivanagar,0,0,0,1,,,,"1st Main Road, Acharya Sri Ramanuja Circle, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
FKID000100,closed,True,12.9586724,77.5629452,unplanned,tree_fall,Mysore Road,Unknown,N/A,2024-03-07 21:34:37.863000+00:00,21,3,Thursday,3,March,1,High,1,1,2024-03-17 02:20:25.340422+00:00,13245.791290366667,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"3rd Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID000101,closed,True,13.0369808,77.5895122,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,truck,2024-01-31 03:11:13.623000+00:00,3,2,Wednesday,1,January,0,High,1,0,,,,unmapped,Hebbala,1,1,0,1,BBMP lorry,Tyre burest,10.0,"5th Main Road, Anandgiri Extension, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
FKID000102,closed,True,12.9169077,77.5737827,unplanned,vehicle_breakdown,Non-corridor,Unknown,bmtc_bus,2024-01-31 03:23:09.510000+00:00,3,2,Wednesday,1,January,0,Low,0,0,,,,unmapped,Jayanagara,0,0,0,1,,,,"45th Cross Road, Banashankari Bus Stand Junction, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560070 (India)"
FKID000103,active,True,12.9047066,77.6016042,unplanned,pot_holes,Bannerghata Road,Unknown,N/A,2024-03-07 22:01:11.729000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"2nd Cross Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
FKID000104,active,True,12.9047995,77.6017019,unplanned,pot_holes,Bannerghata Road,Unknown,N/A,2024-03-07 22:02:40.027000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
FKID000105,active,True,12.9774707,77.5457303,unplanned,water_logging,West of Chord Road,Unknown,N/A,2024-03-07 22:06:56.368000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,Vijayanagara,0,0,0,1,,,,"G Narayana Kumar Road, Oddarapalya, Agrahara Dasarahalli, Bengaluru, Karnataka. Pin-560079 (India)"
FKID000106,active,True,12.904781,77.6015741,unplanned,pot_holes,Bannerghata Road,Unknown,N/A,2024-03-07 22:07:52.537000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,J.P. Nagar,0,0,0,1,,,,"Bannerghatta Main Road, Mantri Elite, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)"
FKID000107,closed,True,12.9238693,77.5536044,unplanned,vehicle_breakdown,ORR West 1,Unknown,others,2024-01-31 05:41:26.253000+00:00,5,2,Wednesday,1,January,1,High,1,0,2024-01-31 08:02:27.928046+00:00,141.02791743333333,Medium,unmapped,Banashankari,0,0,0,1,,,,"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)"
FKID000108,active,True,12.9585656,77.5932824,unplanned,others,Non-corridor,Unknown,N/A,2024-01-31 07:26:39.082000+00:00,7,2,Wednesday,1,January,1,Low,0,0,,,,unmapped,Ashok Nagar,0,0,0,1,,,,"KH Road, Sri Jai Maruthi Eat Out Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)"
FKID000109,closed,True,12.9601533,77.5633429,unplanned,tree_fall,Mysore Road,Unknown,N/A,2024-03-07 22:16:53.889000+00:00,22,3,Thursday,3,March,0,High,1,0,2024-03-17 02:20:18.871464+00:00,13203.4163744,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"6th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID000110,closed,True,12.9578001,77.5631189,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 22:08:18.693000+00:00,22,3,Thursday,3,March,0,Low,0,0,2024-03-17 02:20:21.257177+00:00,13212.042736283332,Slow,unmapped,Chamarajpet,0,0,0,1,,,,"4th Main Road, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
FKID000111,closed,True,12.95836,77.5776317,unplanned,vehicle_breakdown,Non-corridor,Unknown,private_bus,2024-03-07 22:28:07.464000+00:00,22,3,Thursday,3,March,0,Low,0,0,,,,unmapped,City Market,0,0,0,1,,,,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)"
FKID000112,closed,True,12.9187567,77.621505,unplanned,pot_holes,ORR East 1,South Zone 2,N/A,2023-12-16 02:15:10.244000+00:00,2,5,Saturday,12,December,0,High,1,0,2024-04-13 01:11:51.740711+00:00,171296.69161185002,Slow,SilkBoardJunc,Madiwala,0,0,1,1,,,,"5th Cross Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)"
FKID000113,closed,True,13.0331905,77.5901915,unplanned,construction,Bellary Road 1,Unknown,N/A,2024-03-07 22:40:56.720000+00:00,22,3,Thursday,3,March,0,High,1,0,2024-03-08 07:46:19.124181+00:00,545.3734030166667,Medium,unmapped,Hebbala,0,0,0,1,,,,"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
FKID000114,closed,True,12.9360494,77.6154975,unplanned,vehicle_breakdown,Non-corridor,Unknown,lcv,2024-03-07 20:31:07.587000+00:00,20,3,Thursday,3,March,1,Low,0,1,,,,unmapped,Adugodi,0,0,0,1,,,,"20th Main Road, Block 7, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
FKID000115,active,True,12.9784088,77.6285392,unplanned,water_logging,Old Madras Road,Unknown,N/A,2024-03-07 22:55:04.919000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,Halasur,0,0,0,1,,,,"Nala Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
FKID000116,active,True,12.9873237,77.6037885,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-03-07 22:33:02.896000+00:00,22,3,Thursday,3,March,0,Low,0,0,,,,unmapped,Shivajinagar,0,0,0,1,,,,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)"
FKID000117,closed,True,13.0190323,77.654465,unplanned,vehicle_breakdown,ORR North 1,Unknown,bmtc_bus,2024-03-07 22:48:31.761000+00:00,22,3,Thursday,3,March,0,High,1,0,,,,unmapped,Banaswadi,0,0,0,1,,,,"5th A Cross Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)"
FKID000118,closed,True,13.0446713,77.5828869,unplanned,congestion,ORR North 2,Unknown,N/A,2024-01-31 05:48:22.545000+00:00,5,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Kodigehalli,0,0,0,1,,,,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
FKID000119,closed,True,12.9119892,77.6254956,unplanned,vehicle_breakdown,Hosur Road,Unknown,bmtc_bus,2024-01-31 06:15:45.828000+00:00,6,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Madiwala,0,0,0,1,,,,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
FKID000120,closed,True,12.9893579,77.5064443,unplanned,vehicle_breakdown,Magadi Road,Unknown,heavy_vehicle,2024-01-31 05:56:24.296000+00:00,5,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
FKID000121,closed,True,13.0152581,77.5639687,unplanned,vehicle_breakdown,Tumkur Road,Unknown,lcv,2024-03-07 19:49:46.025000+00:00,19,3,Thursday,3,March,1,High,1,0,,,,unmapped,Sadashivanagar,0,0,0,1,,,,"CV Raman Road, CNR Rao Circle, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)"
FKID000122,closed,True,12.9392829,77.5596125,unplanned,tree_fall,Non-corridor,Unknown,N/A,2024-03-07 23:06:49.704000+00:00,23,3,Thursday,3,March,0,Low,0,1,2024-03-08 00:08:37.381719+00:00,61.79462865,Fast,unmapped,Basavanagudi,0,0,0,1,,,,"5th Cross Road, 2nd Block, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)"
FKID000123,closed,True,12.9614398,77.5600867,unplanned,vehicle_breakdown,Mysore Road,Unknown,lcv,2024-01-31 08:57:24.573000+00:00,8,2,Wednesday,1,January,1,High,1,0,2024-01-31 10:39:45.991392+00:00,102.3569732,Medium,unmapped,Chamarajpet,0,0,0,1,,,,"BGS Flyover, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)"
FKID000124,closed,True,12.9194445,77.6215536,unplanned,vehicle_breakdown,Hosur Road,Unknown,bmtc_bus,2024-01-31 08:05:37.513000+00:00,8,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Madiwala,0,0,0,1,,,,"Sri Mahasharana Madiwala Maachideva Flyover, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)"
FKID000125,active,True,13.0501731,77.4947759,unplanned,construction,Non-corridor,Unknown,N/A,2024-01-31 11:11:49.384000+00:00,11,2,Wednesday,1,January,1,Low,0,0,,,,unmapped,Chikkabanavara,0,0,0,1,,,,"Mumbai Bengaluru Highway, Pride Altius, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)"
FKID000126,closed,True,12.8400906,77.6764868,unplanned,accident,Non-corridor,Unknown,N/A,2024-01-31 16:11:31.242000+00:00,16,2,Wednesday,1,January,0,Low,0,0,,,,unmapped,Electronic City,0,0,0,1,,,,"Hosur Road, Pramuk Aqua Heights, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)"
FKID000127,closed,True,13.042636,77.5147881,unplanned,accident,Tumkur Road,Unknown,N/A,2024-01-31 19:13:08.144000+00:00,19,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Chikkabanavara,0,0,0,1,,,,"Pampamahakavi Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
FKID000128,closed,True,12.9110914,77.6001308,unplanned,vehicle_breakdown,Bannerghata Road,Unknown,heavy_vehicle,2024-01-31 19:17:09.201000+00:00,19,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Mico Layout,0,0,0,1,,,,"Bannerghatta Main Road, Green Arch, Sarakki Industrial Layout, JP Nagar Phase 3, Bengaluru, Karnataka. Pin-560078 (India)"
FKID000129,closed,True,12.9516567,77.500185,unplanned,others,Non-corridor,West Zone 1,N/A,2023-12-30 09:28:08.173000+00:00,9,5,Saturday,12,December,1,Low,0,0,2024-04-13 02:16:57.822579+00:00,150768.82749298334,Slow,RingRoad-UllalJunction,Jnanabharathi,0,0,1,1,,,,"Bangalore University Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)"
FKID000130,active,True,12.9698017,77.7319617,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-01-31 20:10:41.586000+00:00,20,2,Wednesday,1,January,1,Low,0,0,,,,unmapped,Whitefield,0,0,0,1,,,,"Nallurahalli Main Road, Brigade IRV Centre, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
FKID000131,closed,True,13.114305,77.60655,unplanned,vehicle_breakdown,Bellary Road 2,Unknown,heavy_vehicle,2024-01-31 20:34:20.329000+00:00,20,2,Wednesday,1,January,1,High,1,0,2024-01-31 22:16:52.605981+00:00,102.53794968333334,Medium,unmapped,Yelahanka,0,0,0,1,,,,"Bellary Road, SN Halli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)"
FKID000132,closed,True,12.9900159,77.5025425,unplanned,vehicle_breakdown,Magadi Road,Unknown,bmtc_bus,2024-01-31 20:33:08.407000+00:00,20,2,Wednesday,1,January,1,High,1,0,2024-01-31 22:19:37.431017+00:00,106.48373361666667,Medium,unmapped,Kamakshipalya,0,0,0,1,,,,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
FKID000133,closed,True,13.0424443,77.5147257,unplanned,accident,Tumkur Road,Unknown,N/A,2024-01-31 19:14:30.018000+00:00,19,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Chikkabanavara,0,0,0,1,,,,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
FKID000134,closed,True,12.9216832,77.6199372,unplanned,vehicle_breakdown,Hosur Road,Unknown,heavy_vehicle,2024-01-31 19:45:59.207000+00:00,19,2,Wednesday,1,January,1,High,1,1,2024-01-31 21:01:20.762150+00:00,75.3592525,Fast,unmapped,Madiwala,0,0,0,1,,,,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
FKID000135,closed,True,13.0467369,77.575502,unplanned,others,ORR North 2,North Zone 2,N/A,2023-12-21 07:01:13.955000+00:00,7,3,Thursday,12,December,1,High,1,0,2024-01-31 20:51:40.338617+00:00,59870.439726950004,Slow,BhadrappaLayout,Kodigehalli,0,0,1,1,,,,"Gundappa Road, Basaveshwara Layout, Nagashetty Halli, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
FKID000136,closed,True,13.0427379,77.5892891,unplanned,vehicle_breakdown,Bellary Road 1,Unknown,lcv,2024-01-31 20:51:52.146000+00:00,20,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Kodigehalli,0,0,0,1,,,,"Outer Ring Road, Hebbal Junction, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)"
FKID000137,closed,True,13.0308555,77.5359082,unplanned,vehicle_breakdown,Tumkur Road,Unknown,heavy_vehicle,2024-01-31 20:38:26.221000+00:00,20,2,Wednesday,1,January,1,High,1,0,,,,unmapped,Yeshwanthpura,0,0,0,1,,,,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
FKID000138,closed,True,13.0161873,77.7093516,unplanned,pot_holes,Non-corridor,Unknown,N/A,2024-01-21 00:50:18.118000+00:00,0,6,Sunday,1,January,0,Low,0,1,2024-01-21 06:55:31.729035+00:00,365.2268505833334,Medium,unmapped,K.R. Pura,0,0,0,1,,,,"Seegehalli Main Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)"
FKID000139,closed,True,12.9693576,77.7006406,planned,construction,ORR East 2,Unknown,N/A,2024-01-31 21:05:04.750000+00:00,21,2,Wednesday,1,January,1,High,1,0,,,,unmapped,HAL Old Airport,0,0,0,1,,,,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)"
